basis,scan coordinate,method,state index,spin multiplicity,spin type,energy (Hartree)
cc-pvdz,-0.6,LDA,17,1,POLARIZED,-152.12668203519698
cc-pvdz,-0.6,LDA,18,1,POLARIZED,-152.11300801275073
cc-pvdz,-0.6,LDA,19,1,POLARIZED,-152.0852165432685
cc-pvdz,-0.6,LDA,20,1,POLARIZED,-152.02946299826186
cc-pvdz,-0.5,LDA,1,1,POLARIZED,-153.06730709517223
cc-pvdz,-0.5,LDA,1,3,POLARIZED,-153.03844187945327
cc-pvdz,-0.5,LDA,2,1,POLARIZED,-152.96079670404055
cc-pvdz,-0.5,LDA,2,3,POLARIZED,-152.9398085197576
cc-pvdz,-0.5,LDA,3,1,POLARIZED,-152.9264400579226
cc-pvdz,-0.5,LDA,3,3,POLARIZED,-152.8989591646176
cc-pvdz,-0.5,LDA,1,5,POLARIZED,-152.81705244593815
cc-pvdz,-0.5,LDA,4,3,POLARIZED,-152.76528762833493
cc-pvdz,-0.5,LDA,4,1,POLARIZED,-152.75946853250522
cc-pvdz,-0.5,LDA,5,3,POLARIZED,-152.72896456903055
cc-pvdz,-0.5,LDA,5,1,POLARIZED,-152.7192147912594
cc-pvdz,-0.5,LDA,6,1,POLARIZED,-152.6882814143614
cc-pvdz,-0.5,LDA,7,1,POLARIZED,-152.68591863964866
cc-pvdz,-0.5,LDA,6,3,POLARIZED,-152.6637256785603
cc-pvdz,-0.5,LDA,8,1,POLARIZED,-152.63129687059774
cc-pvdz,-0.5,LDA,9,1,POLARIZED,-152.59779329334188
cc-pvdz,-0.5,LDA,7,3,POLARIZED,-152.59499725979728
cc-pvdz,-0.5,LDA,8,3,POLARIZED,-152.58079528626402
cc-pvdz,-0.5,LDA,9,3,POLARIZED,-152.55085460328687
cc-pvdz,-0.5,LDA,10,1,POLARIZED,-152.51095994965706
cc-pvdz,-0.5,LDA,10,3,POLARIZED,-152.5065826683259
cc-pvdz,-0.5,LDA,11,3,POLARIZED,-152.47993618596664
cc-pvdz,-0.5,LDA,11,1,POLARIZED,-152.4705133856289
cc-pvdz,-0.5,LDA,12,3,POLARIZED,-152.4432283164256
cc-pvdz,-0.5,LDA,12,1,POLARIZED,-152.42749924226663
cc-pvdz,-0.5,LDA,13,3,POLARIZED,-152.36877798441498
cc-pvdz,-0.5,LDA,13,1,POLARIZED,-152.36312558951755
cc-pvdz,-0.5,LDA,14,1,POLARIZED,-152.33828060016972
cc-pvdz,-0.5,LDA,14,3,POLARIZED,-152.3153038675223
cc-pvdz,-0.5,LDA,15,1,POLARIZED,-152.31080914693553
cc-pvdz,-0.5,LDA,15,3,POLARIZED,-152.1907497842274
cc-pvdz,-0.5,LDA,16,1,POLARIZED,-152.13067837825326
cc-pvdz,-0.5,LDA,17,1,POLARIZED,-152.13050304293196
cc-pvdz,-0.5,LDA,18,1,POLARIZED,-152.11834943148716
cc-pvdz,-0.5,LDA,19,1,POLARIZED,-152.0884423980827
cc-pvdz,-0.5,LDA,20,1,POLARIZED,-152.03662376880706
cc-pvdz,-0.3999999999999999,LDA,1,1,POLARIZED,-153.06524378504238
cc-pvdz,-0.3999999999999999,LDA,1,3,POLARIZED,-153.04108904121927
cc-pvdz,-0.3999999999999999,LDA,2,1,POLARIZED,-152.9680071305687
cc-pvdz,-0.3999999999999999,LDA,2,3,POLARIZED,-152.93938387697023
cc-pvdz,-0.3999999999999999,LDA,3,1,POLARIZED,-152.92908323728219
cc-pvdz,-0.3999999999999999,LDA,3,3,POLARIZED,-152.90492574561213
cc-pvdz,-0.3999999999999999,LDA,1,5,POLARIZED,-152.82002837751887
cc-pvdz,-0.3999999999999999,LDA,4,3,POLARIZED,-152.76530683359672
cc-pvdz,-0.3999999999999999,LDA,4,1,POLARIZED,-152.75932310625524
cc-pvdz,-0.3999999999999999,LDA,5,3,POLARIZED,-152.7345263949882
cc-pvdz,-0.3999999999999999,LDA,5,1,POLARIZED,-152.72512092002023
cc-pvdz,-0.3999999999999999,LDA,6,1,POLARIZED,-152.68917654096828
cc-pvdz,-0.3999999999999999,LDA,7,1,POLARIZED,-152.68652060854288
cc-pvdz,-0.3999999999999999,LDA,6,3,POLARIZED,-152.66195677769062
cc-pvdz,-0.3999999999999999,LDA,8,1,POLARIZED,-152.63821775209584
cc-pvdz,-0.3999999999999999,LDA,7,3,POLARIZED,-152.59688724969266
cc-pvdz,-0.3999999999999999,LDA,9,1,POLARIZED,-152.5954100252622
cc-pvdz,-0.3999999999999999,LDA,8,3,POLARIZED,-152.5843711958725
cc-pvdz,-0.3999999999999999,LDA,9,3,POLARIZED,-152.55868765892063
cc-pvdz,-0.3999999999999999,LDA,10,1,POLARIZED,-152.5138752204964
cc-pvdz,-0.3999999999999999,LDA,10,3,POLARIZED,-152.50996678826667
cc-pvdz,-0.3999999999999999,LDA,11,3,POLARIZED,-152.48055243526142
cc-pvdz,-0.3999999999999999,LDA,11,1,POLARIZED,-152.4789699597612
cc-pvdz,-0.3999999999999999,LDA,12,3,POLARIZED,-152.44896932534047
cc-pvdz,-0.3999999999999999,LDA,12,1,POLARIZED,-152.4298465055153
cc-pvdz,-0.3999999999999999,LDA,13,3,POLARIZED,-152.36797065022301
cc-pvdz,-0.3999999999999999,LDA,13,1,POLARIZED,-152.36232369963847
cc-pvdz,-0.3999999999999999,LDA,14,1,POLARIZED,-152.340093506811
cc-pvdz,-0.3999999999999999,LDA,14,3,POLARIZED,-152.3224927698927
cc-pvdz,-0.3999999999999999,LDA,15,1,POLARIZED,-152.3179464160891
cc-pvdz,-0.3999999999999999,LDA,15,3,POLARIZED,-152.19409089617344
cc-pvdz,-0.3999999999999999,LDA,16,1,POLARIZED,-152.13355421641387
cc-pvdz,-0.3999999999999999,LDA,17,1,POLARIZED,-152.1328355288763
cc-pvdz,-0.3999999999999999,LDA,18,1,POLARIZED,-152.12292713820133
cc-pvdz,-0.3999999999999999,LDA,19,1,POLARIZED,-152.09083863564695
cc-pvdz,-0.3999999999999999,LDA,20,1,POLARIZED,-152.0427575707649
cc-pvdz,-0.29999999999999993,LDA,1,1,POLARIZED,-153.06308844128947
cc-pvdz,-0.29999999999999993,LDA,1,3,POLARIZED,-153.04320663286788
cc-pvdz,-0.29999999999999993,LDA,2,1,POLARIZED,-152.9742718359013
cc-pvdz,-0.29999999999999993,LDA,2,3,POLARIZED,-152.9383635926147
cc-pvdz,-0.29999999999999993,LDA,3,1,POLARIZED,-152.93119387231758
cc-pvdz,-0.29999999999999993,LDA,3,3,POLARIZED,-152.9103083114078
cc-pvdz,-0.29999999999999993,LDA,1,5,POLARIZED,-152.82234388961558
cc-pvdz,-0.29999999999999993,LDA,4,3,POLARIZED,-152.76472852688988
cc-pvdz,-0.29999999999999993,LDA,4,1,POLARIZED,-152.758570088875
cc-pvdz,-0.29999999999999993,LDA,5,3,POLARIZED,-152.73950011122253
cc-pvdz,-0.29999999999999993,LDA,5,1,POLARIZED,-152.7304207315019
cc-pvdz,-0.29999999999999993,LDA,6,1,POLARIZED,-152.6917368062403
cc-pvdz,-0.29999999999999993,LDA,7,1,POLARIZED,-152.68418678785568
cc-pvdz,-0.29999999999999993,LDA,6,3,POLARIZED,-152.65991610901523
cc-pvdz,-0.29999999999999993,LDA,8,1,POLARIZED,-152.64458066344943
cc-pvdz,-0.29999999999999993,LDA,7,3,POLARIZED,-152.5982007366266
cc-pvdz,-0.29999999999999993,LDA,9,1,POLARIZED,-152.5928182142508
cc-pvdz,-0.29999999999999993,LDA,8,3,POLARIZED,-152.5872575261697
cc-pvdz,-0.29999999999999993,LDA,9,3,POLARIZED,-152.5654569119372
cc-pvdz,-0.29999999999999993,LDA,10,1,POLARIZED,-152.51613065100742
cc-pvdz,-0.29999999999999993,LDA,10,3,POLARIZED,-152.5126361007889
cc-pvdz,-0.29999999999999993,LDA,11,1,POLARIZED,-152.48630926040187
cc-pvdz,-0.29999999999999993,LDA,11,3,POLARIZED,-152.48043490975255
cc-pvdz,-0.29999999999999993,LDA,12,3,POLARIZED,-152.45397582339285
cc-pvdz,-0.29999999999999993,LDA,12,1,POLARIZED,-152.4316113830599
cc-pvdz,-0.29999999999999993,LDA,13,3,POLARIZED,-152.3664138936846
cc-pvdz,-0.29999999999999993,LDA,13,1,POLARIZED,-152.3607760128972
cc-pvdz,-0.29999999999999993,LDA,14,1,POLARIZED,-152.341403874731
cc-pvdz,-0.29999999999999993,LDA,14,3,POLARIZED,-152.3289503158241
cc-pvdz,-0.29999999999999993,LDA,15,1,POLARIZED,-152.32435240285733
cc-pvdz,-0.29999999999999993,LDA,15,3,POLARIZED,-152.19662355833128
cc-pvdz,-0.29999999999999993,LDA,16,1,POLARIZED,-152.13583509038966
cc-pvdz,-0.29999999999999993,LDA,17,1,POLARIZED,-152.1342224554074
cc-pvdz,-0.29999999999999993,LDA,18,1,POLARIZED,-152.1267385062148
cc-pvdz,-0.29999999999999993,LDA,19,1,POLARIZED,-152.0924270760483
cc-pvdz,-0.29999999999999993,LDA,20,1,POLARIZED,-152.04783307020108
cc-pvdz,-0.19999999999999996,LDA,1,1,POLARIZED,-153.0609755265221
cc-pvdz,-0.19999999999999996,LDA,1,3,POLARIZED,-153.04479215800444
cc-pvdz,-0.19999999999999996,LDA,2,1,POLARIZED,-152.97945116989268
cc-pvdz,-0.19999999999999996,LDA,2,3,POLARIZED,-152.9367444285206
cc-pvdz,-0.19999999999999996,LDA,3,1,POLARIZED,-152.93276942340324
cc-pvdz,-0.19999999999999996,LDA,3,3,POLARIZED,-152.91510519459212
cc-pvdz,-0.19999999999999996,LDA,1,5,POLARIZED,-152.82399654118868
cc-pvdz,-0.19999999999999996,LDA,4,3,POLARIZED,-152.76354946019424
cc-pvdz,-0.19999999999999996,LDA,4,1,POLARIZED,-152.75720569479975
cc-pvdz,-0.19999999999999996,LDA,5,3,POLARIZED,-152.74388352046037
cc-pvdz,-0.19999999999999996,LDA,5,1,POLARIZED,-152.73511288317175
cc-pvdz,-0.19999999999999996,LDA,6,1,POLARIZED,-152.69359716731108
cc-pvdz,-0.19999999999999996,LDA,7,1,POLARIZED,-152.68127642910235
cc-pvdz,-0.19999999999999996,LDA,6,3,POLARIZED,-152.65772402182944
cc-pvdz,-0.19999999999999996,LDA,8,1,POLARIZED,-152.65038416980957
cc-pvdz,-0.19999999999999996,LDA,7,3,POLARIZED,-152.59897007920415
cc-pvdz,-0.19999999999999996,LDA,9,1,POLARIZED,-152.59015490378613
cc-pvdz,-0.19999999999999996,LDA,8,3,POLARIZED,-152.58941681273683
cc-pvdz,-0.19999999999999996,LDA,9,3,POLARIZED,-152.57103691949726
cc-pvdz,-0.19999999999999996,LDA,10,1,POLARIZED,-152.51772287645665
cc-pvdz,-0.19999999999999996,LDA,10,3,POLARIZED,-152.5145882169852
cc-pvdz,-0.19999999999999996,LDA,11,1,POLARIZED,-152.49238906012152
cc-pvdz,-0.19999999999999996,LDA,11,3,POLARIZED,-152.4795791797781
cc-pvdz,-0.19999999999999996,LDA,12,3,POLARIZED,-152.45824676038444
cc-pvdz,-0.19999999999999996,LDA,12,1,POLARIZED,-152.43279471389388
cc-pvdz,-0.19999999999999996,LDA,13,3,POLARIZED,-152.36410540535738
cc-pvdz,-0.19999999999999996,LDA,13,1,POLARIZED,-152.35847997061364
cc-pvdz,-0.19999999999999996,LDA,14,1,POLARIZED,-152.34221365271966
cc-pvdz,-0.19999999999999996,LDA,14,3,POLARIZED,-152.3346748286154
cc-pvdz,-0.19999999999999996,LDA,15,1,POLARIZED,-152.33002549798178
cc-pvdz,-0.19999999999999996,LDA,15,3,POLARIZED,-152.19834543905355
cc-pvdz,-0.19999999999999996,LDA,16,1,POLARIZED,-152.13734345937777
cc-pvdz,-0.19999999999999996,LDA,17,1,POLARIZED,-152.1348374794421
cc-pvdz,-0.19999999999999996,LDA,18,1,POLARIZED,-152.12977931539663
cc-pvdz,-0.19999999999999996,LDA,19,1,POLARIZED,-152.0932367923215
cc-pvdz,-0.19999999999999996,LDA,20,1,POLARIZED,-152.05180925241382
cc-pvdz,-0.09999999999999998,LDA,1,1,POLARIZED,-153.0590701173044
cc-pvdz,-0.09999999999999998,LDA,1,3,POLARIZED,-153.04584151845606
cc-pvdz,-0.09999999999999998,LDA,2,1,POLARIZED,-152.9833716565722
cc-pvdz,-0.09999999999999998,LDA,2,3,POLARIZED,-152.93452152727684
cc-pvdz,-0.09999999999999998,LDA,3,1,POLARIZED,-152.93380578192335
cc-pvdz,-0.09999999999999998,LDA,3,3,POLARIZED,-152.91931308243258
cc-pvdz,-0.09999999999999998,LDA,1,5,POLARIZED,-152.82498223222996
cc-pvdz,-0.09999999999999998,LDA,4,3,POLARIZED,-152.7617647868154
cc-pvdz,-0.09999999999999998,LDA,4,1,POLARIZED,-152.75522451524802
cc-pvdz,-0.09999999999999998,LDA,5,3,POLARIZED,-152.74767284600617
cc-pvdz,-0.09999999999999998,LDA,5,1,POLARIZED,-152.73919440404472
cc-pvdz,-0.09999999999999998,LDA,6,1,POLARIZED,-152.69475369161083
cc-pvdz,-0.09999999999999998,LDA,7,1,POLARIZED,-152.67778437075836
cc-pvdz,-0.09999999999999998,LDA,8,1,POLARIZED,-152.655625249356
cc-pvdz,-0.09999999999999998,LDA,6,3,POLARIZED,-152.65553079765658
cc-pvdz,-0.09999999999999998,LDA,7,3,POLARIZED,-152.5992433361229
cc-pvdz,-0.09999999999999998,LDA,8,3,POLARIZED,-152.59079269490104
cc-pvdz,-0.09999999999999998,LDA,9,1,POLARIZED,-152.5875906918355
cc-pvdz,-0.09999999999999998,LDA,9,3,POLARIZED,-152.57526897233075
cc-pvdz,-0.09999999999999998,LDA,10,1,POLARIZED,-152.51864702264433
cc-pvdz,-0.09999999999999998,LDA,10,3,POLARIZED,-152.51581898796977
cc-pvdz,-0.09999999999999998,LDA,11,1,POLARIZED,-152.49703026447196
cc-pvdz,-0.09999999999999998,LDA,11,3,POLARIZED,-152.4779791989904
cc-pvdz,-0.09999999999999998,LDA,12,3,POLARIZED,-152.46177940429055
cc-pvdz,-0.09999999999999998,LDA,12,1,POLARIZED,-152.43339521165996
cc-pvdz,-0.09999999999999998,LDA,13,3,POLARIZED,-152.36104106333786
cc-pvdz,-0.09999999999999998,LDA,13,1,POLARIZED,-152.35543121058427
cc-pvdz,-0.09999999999999998,LDA,14,1,POLARIZED,-152.34252232535357
cc-pvdz,-0.09999999999999998,LDA,14,3,POLARIZED,-152.33966288548234
cc-pvdz,-0.09999999999999998,LDA,15,1,POLARIZED,-152.3349623570823
cc-pvdz,-0.09999999999999998,LDA,15,3,POLARIZED,-152.1992524615102
cc-pvdz,-0.09999999999999998,LDA,16,1,POLARIZED,-152.13807535579267
cc-pvdz,-0.09999999999999998,LDA,17,1,POLARIZED,-152.13467725877842
cc-pvdz,-0.09999999999999998,LDA,18,1,POLARIZED,-152.13204372931534
cc-pvdz,-0.09999999999999998,LDA,19,1,POLARIZED,-152.09330512416147
cc-pvdz,-0.09999999999999998,LDA,20,1,POLARIZED,-152.0546344663577
cc-pvdz,0.001,LDA,1,1,POLARIZED,-153.057565567026
cc-pvdz,0.001,LDA,1,3,POLARIZED,-153.04634662079545
cc-pvdz,0.001,LDA,2,1,POLARIZED,-152.9858240736443
cc-pvdz,0.001,LDA,3,1,POLARIZED,-152.93429505118525
cc-pvdz,0.001,LDA,2,3,POLARIZED,-152.93171976451973
cc-pvdz,0.001,LDA,3,3,POLARIZED,-152.92289381600574
cc-pvdz,0.001,LDA,1,5,POLARIZED,-152.82529540251585
cc-pvdz,0.001,LDA,4,3,POLARIZED,-152.7593950611176
cc-pvdz,0.001,LDA,4,1,POLARIZED,-152.7526486569594
cc-pvdz,0.001,LDA,5,3,POLARIZED,-152.75083379603274
cc-pvdz,0.001,LDA,5,1,POLARIZED,-152.74262907404696
cc-pvdz,0.001,LDA,6,1,POLARIZED,-152.69519981726765
cc-pvdz,0.001,LDA,7,1,POLARIZED,-152.6737475369689
cc-pvdz,0.001,LDA,8,1,POLARIZED,-152.66025534567729
cc-pvdz,0.001,LDA,6,3,POLARIZED,-152.6535266683388
cc-pvdz,0.001,LDA,7,3,POLARIZED,-152.5990862102048
cc-pvdz,0.001,LDA,8,3,POLARIZED,-152.5913107932431
cc-pvdz,0.001,LDA,9,1,POLARIZED,-152.58533973431682
cc-pvdz,0.001,LDA,9,3,POLARIZED,-152.5779510309872
cc-pvdz,0.001,LDA,10,1,POLARIZED,-152.51889754179265
cc-pvdz,0.001,LDA,10,3,POLARIZED,-152.51632105306257
cc-pvdz,0.001,LDA,11,1,POLARIZED,-152.5000063384435
cc-pvdz,0.001,LDA,11,3,POLARIZED,-152.4756545410123
cc-pvdz,0.001,LDA,12,3,POLARIZED,-152.4645451164448
cc-pvdz,0.001,LDA,12,1,POLARIZED,-152.43341219349384
cc-pvdz,0.001,LDA,13,3,POLARIZED,-152.35725697063978
cc-pvdz,0.001,LDA,13,1,POLARIZED,-152.3516654078243
cc-pvdz,0.001,LDA,14,3,POLARIZED,-152.34387051617588
cc-pvdz,0.001,LDA,14,1,POLARIZED,-152.34233129920838
cc-pvdz,0.001,LDA,15,1,POLARIZED,-152.33911960589316
cc-pvdz,0.001,LDA,15,3,POLARIZED,-152.19934199983808
cc-pvdz,0.001,LDA,16,1,POLARIZED,-152.13802942309755
cc-pvdz,0.001,LDA,17,1,POLARIZED,-152.1337500535476
cc-pvdz,0.001,LDA,18,1,POLARIZED,-152.1335133718727
cc-pvdz,0.001,LDA,19,1,POLARIZED,-152.0926866202688
cc-pvdz,0.001,LDA,20,1,POLARIZED,-152.05623717914193
cc-pvdz,0.10000000000000009,LDA,1,1,POLARIZED,-153.05907011730446
cc-pvdz,0.10000000000000009,LDA,1,3,POLARIZED,-153.045841518456
cc-pvdz,0.10000000000000009,LDA,2,1,POLARIZED,-152.9833716565723
cc-pvdz,0.10000000000000009,LDA,2,3,POLARIZED,-152.93452152727676
cc-pvdz,0.10000000000000009,LDA,3,1,POLARIZED,-152.93380578192327
cc-pvdz,0.10000000000000009,LDA,3,3,POLARIZED,-152.91931308243258
cc-pvdz,0.10000000000000009,LDA,1,5,POLARIZED,-152.82498223223024
cc-pvdz,0.10000000000000009,LDA,4,3,POLARIZED,-152.7617647868154
cc-pvdz,0.10000000000000009,LDA,4,1,POLARIZED,-152.7552245152477
cc-pvdz,0.10000000000000009,LDA,5,3,POLARIZED,-152.7476728460063
cc-pvdz,0.10000000000000009,LDA,5,1,POLARIZED,-152.73919440404467
cc-pvdz,0.10000000000000009,LDA,6,1,POLARIZED,-152.69475369161088
cc-pvdz,0.10000000000000009,LDA,7,1,POLARIZED,-152.67778437075825
cc-pvdz,0.10000000000000009,LDA,8,1,POLARIZED,-152.65562524935592
cc-pvdz,0.10000000000000009,LDA,6,3,POLARIZED,-152.65553079765667
cc-pvdz,0.10000000000000009,LDA,7,3,POLARIZED,-152.599243336123
cc-pvdz,0.10000000000000009,LDA,8,3,POLARIZED,-152.59079269490118
cc-pvdz,0.10000000000000009,LDA,9,1,POLARIZED,-152.5875906918355
cc-pvdz,0.10000000000000009,LDA,9,3,POLARIZED,-152.5752689723307
cc-pvdz,0.10000000000000009,LDA,10,1,POLARIZED,-152.51864702264433
cc-pvdz,0.10000000000000009,LDA,10,3,POLARIZED,-152.5158189879697
cc-pvdz,0.10000000000000009,LDA,11,1,POLARIZED,-152.49703026447187
cc-pvdz,0.10000000000000009,LDA,11,3,POLARIZED,-152.47797919899054
cc-pvdz,0.10000000000000009,LDA,12,3,POLARIZED,-152.46177940429055
cc-pvdz,0.10000000000000009,LDA,12,1,POLARIZED,-152.4333952116599
cc-pvdz,0.10000000000000009,LDA,13,3,POLARIZED,-152.36104106333784
cc-pvdz,0.10000000000000009,LDA,13,1,POLARIZED,-152.35543121058438
cc-pvdz,0.10000000000000009,LDA,14,1,POLARIZED,-152.34252232535366
cc-pvdz,0.10000000000000009,LDA,14,3,POLARIZED,-152.33966288548228
cc-pvdz,0.10000000000000009,LDA,15,1,POLARIZED,-152.3349623570822
cc-pvdz,0.10000000000000009,LDA,15,3,POLARIZED,-152.19925246151024
cc-pvdz,0.10000000000000009,LDA,16,1,POLARIZED,-152.1380753557928
cc-pvdz,0.10000000000000009,LDA,17,1,POLARIZED,-152.13467725877842
cc-pvdz,0.10000000000000009,LDA,18,1,POLARIZED,-152.1320437293153
cc-pvdz,0.10000000000000009,LDA,19,1,POLARIZED,-152.0933051241615
cc-pvdz,0.10000000000000009,LDA,20,1,POLARIZED,-152.0546344663578
cc-pvdz,0.20000000000000018,LDA,1,1,POLARIZED,-153.06097552652207
cc-pvdz,0.20000000000000018,LDA,1,3,POLARIZED,-153.04479215800475
cc-pvdz,0.20000000000000018,LDA,2,1,POLARIZED,-152.97945116989277
cc-pvdz,0.20000000000000018,LDA,2,3,POLARIZED,-152.9367444285207
cc-pvdz,0.20000000000000018,LDA,3,1,POLARIZED,-152.93276942340322
cc-pvdz,0.20000000000000018,LDA,3,3,POLARIZED,-152.91510519459203
cc-pvdz,0.20000000000000018,LDA,1,5,POLARIZED,-152.82399654118908
cc-pvdz,0.20000000000000018,LDA,4,3,POLARIZED,-152.76354946019438
cc-pvdz,0.20000000000000018,LDA,4,1,POLARIZED,-152.75720569480004
cc-pvdz,0.20000000000000018,LDA,5,3,POLARIZED,-152.74388352046043
cc-pvdz,0.20000000000000018,LDA,5,1,POLARIZED,-152.73511288317175
cc-pvdz,0.20000000000000018,LDA,6,1,POLARIZED,-152.69359716731103
cc-pvdz,0.20000000000000018,LDA,7,1,POLARIZED,-152.6812764291026
cc-pvdz,0.20000000000000018,LDA,6,3,POLARIZED,-152.6577240218291
cc-pvdz,0.20000000000000018,LDA,8,1,POLARIZED,-152.65038416980954
cc-pvdz,0.20000000000000018,LDA,7,3,POLARIZED,-152.5989700792044
cc-pvdz,0.20000000000000018,LDA,9,1,POLARIZED,-152.59015490378607
cc-pvdz,0.20000000000000018,LDA,8,3,POLARIZED,-152.58941681273706
cc-pvdz,0.20000000000000018,LDA,9,3,POLARIZED,-152.57103691949686
cc-pvdz,0.20000000000000018,LDA,10,1,POLARIZED,-152.51772287645653
cc-pvdz,0.20000000000000018,LDA,10,3,POLARIZED,-152.5145882169852
cc-pvdz,0.20000000000000018,LDA,11,1,POLARIZED,-152.49238906012147
cc-pvdz,0.20000000000000018,LDA,11,3,POLARIZED,-152.4795791797781
cc-pvdz,0.20000000000000018,LDA,12,3,POLARIZED,-152.45824676038447
cc-pvdz,0.20000000000000018,LDA,12,1,POLARIZED,-152.43279471389388
cc-pvdz,0.20000000000000018,LDA,13,3,POLARIZED,-152.36410540535726
cc-pvdz,0.20000000000000018,LDA,13,1,POLARIZED,-152.35847997061362
cc-pvdz,0.20000000000000018,LDA,14,1,POLARIZED,-152.34221365271955
cc-pvdz,0.20000000000000018,LDA,14,3,POLARIZED,-152.3346748286153
cc-pvdz,0.20000000000000018,LDA,15,1,POLARIZED,-152.3300254979816
cc-pvdz,0.20000000000000018,LDA,15,3,POLARIZED,-152.1983454390537
cc-pvdz,0.20000000000000018,LDA,16,1,POLARIZED,-152.13734345937797
cc-pvdz,0.20000000000000018,LDA,17,1,POLARIZED,-152.1348374794421
cc-pvdz,0.20000000000000018,LDA,18,1,POLARIZED,-152.1297793153966
cc-pvdz,0.20000000000000018,LDA,19,1,POLARIZED,-152.0932367923215
cc-pvdz,0.20000000000000018,LDA,20,1,POLARIZED,-152.05180925241373
cc-pvdz,0.30000000000000004,LDA,1,1,POLARIZED,-153.0630884412896
cc-pvdz,0.30000000000000004,LDA,1,3,POLARIZED,-153.0432066328681
cc-pvdz,0.30000000000000004,LDA,2,1,POLARIZED,-152.97427183590142
cc-pvdz,0.30000000000000004,LDA,2,3,POLARIZED,-152.938363592615
cc-pvdz,0.30000000000000004,LDA,3,1,POLARIZED,-152.93119387231792
cc-pvdz,0.30000000000000004,LDA,3,3,POLARIZED,-152.91030831140804
cc-pvdz,0.30000000000000004,LDA,1,5,POLARIZED,-152.82234388961547
cc-pvdz,0.30000000000000004,LDA,4,3,POLARIZED,-152.7647285268902
cc-pvdz,0.30000000000000004,LDA,4,1,POLARIZED,-152.75857008887493
cc-pvdz,0.30000000000000004,LDA,5,3,POLARIZED,-152.7395001112228
cc-pvdz,0.30000000000000004,LDA,5,1,POLARIZED,-152.73042073150202
cc-pvdz,0.30000000000000004,LDA,6,1,POLARIZED,-152.6917368062404
cc-pvdz,0.30000000000000004,LDA,7,1,POLARIZED,-152.6841867878557
cc-pvdz,0.30000000000000004,LDA,6,3,POLARIZED,-152.65991610901546
cc-pvdz,0.30000000000000004,LDA,8,1,POLARIZED,-152.64458066344972
cc-pvdz,0.30000000000000004,LDA,7,3,POLARIZED,-152.5982007366271
cc-pvdz,0.30000000000000004,LDA,9,1,POLARIZED,-152.59281821425094
cc-pvdz,0.30000000000000004,LDA,8,3,POLARIZED,-152.58725752617008
cc-pvdz,0.30000000000000004,LDA,9,3,POLARIZED,-152.5654569119375
cc-pvdz,0.30000000000000004,LDA,10,1,POLARIZED,-152.51613065100756
cc-pvdz,0.30000000000000004,LDA,10,3,POLARIZED,-152.51263610078902
cc-pvdz,0.30000000000000004,LDA,11,1,POLARIZED,-152.48630926040184
cc-pvdz,0.30000000000000004,LDA,11,3,POLARIZED,-152.48043490975257
cc-pvdz,0.30000000000000004,LDA,12,3,POLARIZED,-152.45397582339305
cc-pvdz,0.30000000000000004,LDA,12,1,POLARIZED,-152.43161138306007
cc-pvdz,0.30000000000000004,LDA,13,3,POLARIZED,-152.36641389368478
cc-pvdz,0.30000000000000004,LDA,13,1,POLARIZED,-152.36077601289747
cc-pvdz,0.30000000000000004,LDA,14,1,POLARIZED,-152.3414038747311
cc-pvdz,0.30000000000000004,LDA,14,3,POLARIZED,-152.3289503158242
cc-pvdz,0.30000000000000004,LDA,15,1,POLARIZED,-152.32435240285753
cc-pvdz,0.30000000000000004,LDA,15,3,POLARIZED,-152.19662355833148
cc-pvdz,0.30000000000000004,LDA,16,1,POLARIZED,-152.13583509038963
cc-pvdz,0.30000000000000004,LDA,17,1,POLARIZED,-152.1342224554075
cc-pvdz,0.30000000000000004,LDA,18,1,POLARIZED,-152.1267385062151
cc-pvdz,0.30000000000000004,LDA,19,1,POLARIZED,-152.0924270760486
cc-pvdz,0.30000000000000004,LDA,20,1,POLARIZED,-152.04783307020136
cc-pvdz,0.40000000000000013,LDA,1,1,POLARIZED,-153.06524378504207
cc-pvdz,0.40000000000000013,LDA,1,3,POLARIZED,-153.04108904121932
cc-pvdz,0.40000000000000013,LDA,2,1,POLARIZED,-152.96800713056857
cc-pvdz,0.40000000000000013,LDA,2,3,POLARIZED,-152.93938387697034
cc-pvdz,0.40000000000000013,LDA,3,1,POLARIZED,-152.92908323728238
cc-pvdz,0.40000000000000013,LDA,3,3,POLARIZED,-152.90492574561196
cc-pvdz,0.40000000000000013,LDA,1,5,POLARIZED,-152.8200283775187
cc-pvdz,0.40000000000000013,LDA,4,3,POLARIZED,-152.7653068335968
cc-pvdz,0.40000000000000013,LDA,4,1,POLARIZED,-152.75932310625532
cc-pvdz,0.40000000000000013,LDA,5,3,POLARIZED,-152.73452639498817
cc-pvdz,0.40000000000000013,LDA,5,1,POLARIZED,-152.7251209200203
cc-pvdz,0.40000000000000013,LDA,6,1,POLARIZED,-152.6891765409681
cc-pvdz,0.40000000000000013,LDA,7,1,POLARIZED,-152.68652060854293
cc-pvdz,0.40000000000000013,LDA,6,3,POLARIZED,-152.6619567776906
cc-pvdz,0.40000000000000013,LDA,8,1,POLARIZED,-152.6382177520957
cc-pvdz,0.40000000000000013,LDA,7,3,POLARIZED,-152.5968872496929
cc-pvdz,0.40000000000000013,LDA,9,1,POLARIZED,-152.59541002526228
